,topic_a,topic_b,score
2291,Resultant force,Length,0.3100868739601283
2292,Inelastic collision,Force,0.3103012504233624
2293,Photoelectric effect,Displacement (vector),0.31080570979977906
2294,Electric potential,Potential energy,0.3110679613080975
2295,Shock wave,Wavelength,0.31140157519393813
2296,Sonic boom,Wavelength,0.31140157519393813
2297,Creep (deformation),Gravity,0.31150989630303905
2298,Collision,Field (physics),0.31202280727573617
2299,Telescope,Planet,0.3140214585742533
2300,Creep (deformation),Compass,0.31403764834779974
2301,Absorption spectroscopy,Mechanical energy,0.314269742514348
2302,Deformation (engineering),Friction,0.31457099179751075
2303,Crest (physics),Physical quantity,0.3146061726314591
2304,Energy level,Friction,0.31477822204953254
2305,Sound intensity,Physics,0.3148261201753439
2306,Intensity (physics),Physics,0.3148261201753439
2307,Pigment,Mass,0.3152478770109944
2308,Standing wave,Position (vector),0.31578174748114796
2309,Laser,Displacement (vector),0.3158317068234734
2310,Interference (wave propagation),Euclidean vector,0.31587836283467213
2311,Emission spectrum,Potential energy,0.31596341634280317
2312,Le Sage's theory of gravitation,Position (vector),0.31657234956179303
2313,Direction (geometry),Frame of reference,0.3168550151182157
2314,Photoelectric effect,Reflection (physics),0.31685664594045493
2315,Emission spectrum,Physical quantity,0.3173707888379119
2316,Inelastic collision,Field (physics),0.31795001750559226
2317,Fracture,Compression (physics),0.31834303367859307
2318,Refracting telescope,Speed,0.31914987017167534
2319,Field line,Displacement (vector),0.31976043457411324
2320,Wavelength,Wave,0.3210516332408717
2321,Snell's law,Displacement (vector),0.32163267307623716
2322,Collision,Light,0.32180695770692774
2323,Coulomb's law,Coulomb,0.3220240948302596
2324,Deformation (engineering),Length,0.3225703519716381
2325,Strength of materials,Compression (physics),0.32339609770523736
2326,Gravity,Length,0.324795512278083
2327,Frame of reference,Physics,0.324795512278083
2328,Gravitational acceleration,Physics,0.324795512278083
2329,Motion graphs and derivatives,Physics,0.324795512278083
2330,Non-inertial reference frame,Physics,0.324795512278083
2331,Gravity of Earth,Length,0.324795512278083
2332,Inertial frame of reference,Physics,0.324795512278083
2333,Subtractive color,Motion,0.3262904718138267
2334,Newton's laws of motion,Length,0.32638399160085946
2335,Euclidean vector,Physical quantity,0.32670641004036144
2336,Doppler effect,Sound,0.3267111335965738
2337,Mechanical energy,Physical quantity,0.3269529321419996
2338,Capacitor,Electrical resistance and conductance,0.3271598865740489
2339,Capacitance,Electrical resistance and conductance,0.3271598865740489
2340,Scattering,Work (physics),0.3275129531944506
2341,Inelastic collision,Light,0.327920028441766
2342,Potential energy,Gravity,0.3282481560059882
2343,Energy level,Direction (geometry),0.3289374717316067
2344,Ohmmeter,Physics,0.3291827959773151
2345,Pitch (music),Ray (optics),0.3292068670063263
2346,Le Sage's theory of gravitation,Physical quantity,0.32957673488404315
2347,Power (physics),Friction,0.3296170753640626
2348,Subtractive color,Position (vector),0.3297010570941931
2349,Color,Wavelength,0.33018258892986385
2350,Kinetic energy,Physical quantity,0.33064585368624944
2351,Frequency,Displacement (vector),0.3307068294707329
2352,Resonance (particle physics),Displacement (vector),0.33089669908027464
2353,Work (physics),Direction (geometry),0.331295842967917
2354,Resultant force,Motion,0.33144739197426537
2355,Speed,Metre,0.3316644978403631
2356,Voltage,Gravity,0.3317823622805794
2357,Photoelectric effect,Force,0.33231469624364723
2358,Lever,Motion,0.33247673170089354
2359,Doppler effect,Wavelength,0.332601508995284
2360,Direction (geometry),Metre,0.3327836050117149
2361,Ohmmeter,Ohm,0.3331333338681793
2362,Ohmmeter,Ammeter,0.3331333338681793
2363,Subtractive color,Speed,0.3331859874078314
2364,Specular reflection,Wave,0.33607566413658463
2365,Velocity,Physical quantity,0.336168269581724
2366,Musical tone,Speed,0.33623293057778086
2367,Dielectric,Physical quantity,0.33712344718079923
2368,Laser,Force,0.3376885121729827
2369,Scattering,Wavelength,0.3380247078820475
2370,Diffraction,Velocity,0.3381069104563484
2371,Absorption spectroscopy,Reflection (physics),0.3383640175012318
2372,Photoelectric effect,Field (physics),0.33933015853657644
2373,Standing wave,Displacement (vector),0.3394057128480564
2374,Musical tone,Reflection (physics),0.33969507308995867
2375,Emission spectrum,Refraction,0.33987194791250575
2376,Diffraction,Speed,0.33991731293613936
2377,Optical microscope,Physical quantity,0.3413857102248115
2378,Photoelectric effect,Euclidean vector,0.34192239362779
2379,Scattering,Electron,0.3419967079767737
2380,Energy level,Magnet,0.34203296136255645
2381,Electromagnetic spectrum,Light,0.3426575738499346
2382,Sound,Ray (optics),0.3442682561984756
2383,Work (physics),Magnet,0.3444852228628992
2384,Laser,Field (physics),0.3448174205561617
2385,Energy level,Planet,0.3455667125454671
2386,Frequency,Mass,0.3459055693550955
2387,Resonance (particle physics),Mass,0.34610416505841635
2388,Energy level,Metre,0.3464968350486083
2389,Sonic boom,Ray (optics),0.34677212152817855
2390,Shock wave,Ray (optics),0.34677212152817855
2391,Newton's law of universal gravitation,Position (vector),0.34721739029736853
2392,Laser,Euclidean vector,0.3474515743298266
2393,Work (physics),Metre,0.3489811010245989
2394,Creep (deformation),Physical quantity,0.3490658093259164
2395,Power (physics),Joule,0.3496895957331746
2396,Curved mirror,Virtual image,0.3500759035575817
2397,Coulomb's law,Force,0.3507723185281006
2398,Scalar (mathematics),Velocity,0.35127588048353425
2399,Field line,Euclidean vector,0.3517736313386122
2400,Telescope,Light,0.35244779024564704
2401,Contact force,Compass,0.35297251298911947
2402,Intensity (physics),Length,0.3531955021133834
2403,Sound intensity,Length,0.3531955021133834
2404,Scalar multiplication,Motion,0.35383625102807353
2405,Strength of materials,Gravity,0.3541733245932287
2406,Electron,Planet,0.3555247314127266
2407,Plasticity (physics),Electric charge,0.3561150848330066
2408,Musical tone,Position (vector),0.3566980846121125
2409,Musical tone,Standing wave,0.35684256656165153
2410,Strength of materials,Compass,0.3570472697104307
2411,Pitch (music),Motion,0.35822760294021805
2412,Motion graphs and derivatives,Displacement (vector),0.3587287200563112
2413,Transverse wave,Length,0.35909454011230507
2414,Displacement (vector),Physical quantity,0.359415011411808
2415,Distance,Physical quantity,0.359415011411808
2416,Torque,Kilogram,0.35947264907004645
2417,Newton's law of universal gravitation,Metre,0.35973859769500416
2418,Motion,Physics,0.3598832878405188
2419,Euclidean vector,Magnet,0.359934745238277
2420,Electromagnetic spectrum,Motion,0.3600678910586451
2421,Telescope,Reflection (physics),0.36020668777703924
2422,Ammeter,Kilogram,0.3602584498310528
2423,Laser,Ray (optics),0.36114518634447845
2424,Subtractive color,Ray (optics),0.3613217311753722
2425,Sonic boom,Position (vector),0.36134828783563955
2426,Shock wave,Position (vector),0.36134828783563955
2427,Pitch (music),Position (vector),0.36197201442369514
2428,Force,Kilogram,0.36322144248190075
2429,Normal force,Kilogram,0.36322144248190075
2430,Electrical resistance and conductance,Physics,0.36334394921953617
2431,Electromagnetic spectrum,Position (vector),0.36383153834613896
2432,Musical tone,Amplitude,0.3649897163084868
2433,Creep (deformation),Friction,0.36512704405068225
2434,Optical microscope,Refraction,0.36558949469939594
2435,Pitch (music),Speed,0.3657980477912298
2436,Sound,Frequency,0.3658349172735555
2437,Power (physics),Compass,0.36686057975251857
2438,Potential energy,Physical quantity,0.36782204865974955
2439,Energy level,Mechanical energy,0.36816520710007583
2440,Coulomb's law,Electrostatics,0.36821632233625307
2441,Huygens–Fresnel principle,Position (vector),0.368412038728006
2442,Shock wave,Frequency,0.36849563707348937
2443,Sonic boom,Frequency,0.36849563707348937
2444,Musical tone,Velocity,0.370759444541169
2445,Total internal reflection,Snell's law,0.3712057148816855
2446,Photoelectric effect,Physical quantity,0.37149725764756836
2447,Voltage,Physical quantity,0.37178234201866345
2448,Sound,Kilogram,0.3726020735957287
2449,Pigment,Motion,0.372903396358659
2450,Newton's law of universal gravitation,Displacement (vector),0.37319308923691225
2451,Strength of materials,Fracture,0.3738350697312539
2452,Creep (deformation),Length,0.37441201568136573
2453,Plasticity (physics),Frame of reference,0.3745231219137897
2454,Plasticity (physics),Wave,0.37475001994234247
2455,Contact force,Gravity,0.3751407497211294
2456,Shock wave,Kilogram,0.37531201096885064
2457,Sonic boom,Kilogram,0.37531201096885064
2458,Power (physics),Physical quantity,0.3754099156726617
2459,Plasticity (physics),Mass,0.3757748661580495
2460,Electric potential energy,Electric field,0.3758280292579328
2461,Deformation (engineering),Speed,0.3762475892359431
2462,Refraction,Speed,0.3763574067140323
2463,Total internal reflection,Light,0.3765888333959892
2464,Pigment,Position (vector),0.37680120810764917
2465,Amplitude,Physical quantity,0.37752740715775107
2466,Diffraction,Wavelength,0.3781293342409345
2467,Fatigue (material),Physics,0.3783450065068564
2468,Intensity (physics),Compression (physics),0.3793825120457973
2469,Sound intensity,Compression (physics),0.3793825120457973
2470,Subtractive color,Metre,0.3797146804810504
2471,Euclidean vector,Length,0.3806457852159334
2472,Pigment,Speed,0.38078398560895005
2473,Electromagnetic radiation,Light,0.38255887596691385
2474,Reflection (physics),Light,0.3830954241800512
2475,Geometrical optics,Length,0.38310156447539095
2476,Musical tone,Displacement (vector),0.38338304428611064
2477,Torque,Direction (geometry),0.3840197976057752
2478,Creep (deformation),Elasticity (physics),0.3847462964738704
2479,Resultant force,Metre,0.3857159537640304
2480,Lever,Metre,0.38691382939683794
2481,Deformation (engineering),Kilogram,0.3871243913062038
2482,Scattering,Telescope,0.38719738548927374
2483,Electromagnetic spectrum,Field (physics),0.3873786613798888
2484,Direction (geometry),Velocity,0.387586055529784
2485,Normal force,Direction (geometry),0.3880245832021493
2486,Force,Direction (geometry),0.3880245832021493
2487,Shock wave,Displacement (vector),0.3883811341141611
2488,Sonic boom,Displacement (vector),0.3883811341141611
2489,Energy,Potential energy,0.3887564896931758
2490,Color,Frequency,0.390720064220962
2491,Wavelength,Displacement (vector),0.3913404218796122
2492,Magnification,Physical quantity,0.3913708835024456
2493,Newton's laws of motion,Kilogram,0.3917012314004644
2494,Electric potential,Electric field,0.3917722486809966
2495,Scalar multiplication,Frame of reference,0.39206130800268163
2496,Electromagnetic spectrum,Electromagnetic radiation,0.3925268232178167
2497,Scattering,Energy,0.3925911032652857
2498,Doppler effect,Frequency,0.3935824822738628
2499,Diffraction,Physics,0.3941358093228866
2500,Collision,Plane mirror,0.39444311917092456
2501,Absorption spectroscopy,Potential energy,0.394954270428504
2502,Huygens–Fresnel principle,Displacement (vector),0.3959733316560658
2503,Energy level,Reflection (physics),0.3963915125327958
2504,Absorption spectroscopy,Physical quantity,0.39671348604739
2505,Strength of materials,Physical quantity,0.39687277886837313
2506,Resultant force,Direction (geometry),0.3975550115615004
2507,Scalar (mathematics),Compass,0.39774578492089363
2508,Photoelectric effect,Refraction,0.39783591005068053
2509,Color,Kilogram,0.3979475420475679
2510,Torque,Magnet,0.39930819649554705
2511,Doppler effect,Kilogram,0.4008629086559749
2512,Ohm's law,Physics,0.40128503885507794
2513,Inelastic collision,Plane mirror,0.40193599224471943
2514,Color,Wave,0.40245755151562895
2515,Fracture,Physics,0.40335018188842187
2516,Force,Magnet,0.403472418558601
2517,Normal force,Magnet,0.403472418558601
2518,Collision,Electric current,0.4039977304689086
2519,Plasticity (physics),Deformation (engineering),0.4040151314522777
2520,Plasticity (physics),Electrostatics,0.40461764763131775
2521,Doppler effect,Wave,0.4054059584864394
2522,Wave,Speed,0.405629649458457
2523,Power (physics),Kilogram,0.40564073926619953
2524,Scattering,Kilogram,0.40739913660796145
2525,Newton's law of universal gravitation,Field (physics),0.40744319085094943
2526,Electron,Reflection (physics),0.40781412361575353
2527,Emission spectrum,Length,0.4079008877595947
2528,Frequency,Motion,0.40916805802118766
2529,Wavelength,Mass,0.40932578156481736
2530,Resonance (particle physics),Motion,0.4094029747888207
2531,Mechanical energy,Velocity,0.4098218605641233
2532,Newton's law of universal gravitation,Euclidean vector,0.41055575986501786
2533,Intensity (physics),Speed,0.4109513595950655
2534,Sound intensity,Speed,0.4109513595950655
2535,Inelastic collision,Electric current,0.4116721037039326
2536,Scalar multiplication,Metre,0.4117705866642602
2537,Pigment,Ray (optics),0.41293912134328237
2538,Resultant force,Magnet,0.413382267435479
2539,Frequency,Position (vector),0.4134449299387943
2540,Deformation (engineering),Direction (geometry),0.4135597820369886
2541,Resonance (particle physics),Position (vector),0.41368230219850877
2542,Musical tone,Wavelength,0.414647017236848
2543,Strength of materials,Friction,0.41513371043765074
2544,Intensity (physics),Reflection (physics),0.41518286710994945
2545,Sound intensity,Reflection (physics),0.41518286710994945
2546,Photoelectric effect,Kilogram,0.4159470017980933
2547,Pitch (music),Metre,0.41688094363831
2548,Frequency,Speed,0.4178150304840046
2549,Scattering,Magnification,0.4178192708314601
2550,Resonance (particle physics),Speed,0.4180549117614056
2551,Emission spectrum,Displacement (vector),0.4183981267875599
2552,Newton's laws of motion,Direction (geometry),0.41844915877043093
2553,Electromagnetic spectrum,Metre,0.41902254590759214
2554,Elasticity (physics),Physics,0.4193414575631294
2555,Free body diagram,Physics,0.4193414575631294
2556,Contact force,Physical quantity,0.4203680556111423
2557,Contact force,Length,0.4208321860887455
2558,Electromotive force,Gravity,0.421193374354191
2559,Laser,Kilogram,0.4226732244096359
2560,Electrical resistance and conductance,Kilogram,0.4227867076338508
2561,Scattering,Position (vector),0.42330036519896685
2562,Creep (deformation),Compression (physics),0.4244573782381241
2563,Newton's laws of motion,Friction,0.4245476374884087
2564,Absorption spectroscopy,Refraction,0.4248399348906322
2565,Strength of materials,Length,0.42569032295693293
2566,Refraction,Ray (optics),0.42974170881848656
2567,Acceleration,Physical quantity,0.42983960979212416
2568,Deformation (engineering),Magnet,0.43002421161058907
2569,Kinetic energy,Displacement (vector),0.43047446406757345
2570,Electromagnetic radiation,Field (physics),0.4333639691934934
2571,Pigment,Metre,0.43395963483548605
2572,Refractive index,Position (vector),0.43466533174432
2573,Newton's laws of motion,Magnet,0.43510824169859613
2574,Sound intensity,Position (vector),0.4359643256370264
2575,Intensity (physics),Position (vector),0.4359643256370264
2576,Reflection (physics),Field (physics),0.4359809013746135
2577,Mirror image,Light,0.4370632319514473
2578,Power (physics),Length,0.43739026152383703
2579,Velocity,Displacement (vector),0.4376642080079843
2580,Voltmeter,Physics,0.4377654969328123
2581,Optical microscope,Length,0.4387660716319393
2582,Fatigue (material),Speed,0.4388757060599405
2583,Field line,Electric field,0.44074377976612106
2584,Ohmmeter,Mass,0.4444241683340647
2585,Intensity (physics),Amplitude,0.4460985421548172
2586,Sound intensity,Amplitude,0.4460985421548172
2587,Emission spectrum,Force,0.44735293473819515
2588,Motion graphs and derivatives,Position (vector),0.4484774952125401
2589,Creep (deformation),Kilogram,0.4493408113375581
2590,Fatigue (material),Gravity,0.44968876458290297
2591,Torque,Motion,0.44982146053650307
2592,Telescope,Refraction,0.4522649509616091
2593,Intensity (physics),Velocity,0.45315043221698437
2594,Sound intensity,Velocity,0.45315043221698437
2595,Fatigue (material),Compass,0.4533377712683103
2596,Transverse wave,Amplitude,0.4535492379753717
2597,Interference (wave propagation),Physical quantity,0.45364173615089143
2598,Normal force,Motion,0.4545124647954706
2599,Force,Motion,0.4545124647954706
2600,Scattering,Distance,0.45496791168329004
2601,Diffraction,Kilogram,0.4557346273919568
2602,Emission spectrum,Field (physics),0.4567969577704658
2603,Refracting telescope,Planet,0.4569120446267185
2604,Plasticity (physics),Velocity,0.45812732196493194
2605,Emission spectrum,Euclidean vector,0.4602865535924197
2606,Compression (physics),Position (vector),0.4605150484100074
2607,Rarefaction,Position (vector),0.4605150484100074
2608,Field line,Field (physics),0.4609427834755193
2609,Strength of materials,Plasticity (physics),0.4617315788026031
2610,Musical tone,Ray (optics),0.46174469658030176
2611,Energy level,Potential energy,0.46268667038708283
2612,Electrostatics,Position (vector),0.4638417814846705
2613,Energy level,Physical quantity,0.4647475814295491
2614,Snell's law,Speed,0.46542689400035986
2615,Refractive index,Displacement (vector),0.46718310335471547
2616,Doppler effect,Physics,0.46751948710765484
2617,Ohmmeter,Motion,0.46784985761487163
2618,Scalar (mathematics),Physics,0.4679908917392563
2619,Intensity (physics),Displacement (vector),0.4685792763496908
2620,Sound intensity,Displacement (vector),0.4685792763496908
2621,Power (physics),Energy,0.4711093239183428
2622,Electromotive force,Physical quantity,0.47197282605311897
2623,Potential energy,Position (vector),0.4735051519322678
2624,Deformation (engineering),Elasticity (physics),0.4735339033524559
2625,Frequency,Metre,0.47616198398590015
2626,Transverse wave,Displacement (vector),0.47640544327467815
2627,Resonance (particle physics),Metre,0.4764353641580687
2628,Photoelectric effect,Length,0.47746694568065523
2629,Crest (physics),Speed,0.4775028919817194
2630,Electron,Physical quantity,0.4781399743203422
2631,Emission spectrum,Ray (optics),0.478427169281421
2632,Energy,Position (vector),0.4789591320760746
2633,Scattering,Optical microscope,0.4789957290888725
2634,Specular reflection,Light,0.47914421474456986
2635,Fracture,Gravity,0.4794091156702146
2636,Creep (deformation),Direction (geometry),0.4800247470072191
2637,Dispersion (optics),Field (physics),0.4823710520323909
2638,Fracture,Compass,0.4832992886207183
2639,Wavelength,Motion,0.48418715967232234
2640,Deformation (engineering),Motion,0.4844231113470032
2641,Mechanical energy,Mass,0.4870465619094019
2642,Equations of motion,Physics,0.4871932684171245
2643,Capacitor,Temperature,0.48820627924045074
2644,Capacitance,Temperature,0.48820627924045074
2645,Wavelength,Position (vector),0.4892481765954983
2646,Telescope,Ray (optics),0.4896259643711653
2647,Newton's laws of motion,Motion,0.4901502811363275
2648,Musical tone,Frequency,0.49067066112994023
2649,Standing wave,Speed,0.4911458317526259
2650,Lever,Position (vector),0.49189130292127214
2651,Compression (physics),Displacement (vector),0.49496666457008215
2652,Rarefaction,Displacement (vector),0.49496666457008215
2653,Curved mirror,Physics,0.49636219206888027
2654,Energy level,Refraction,0.49769755548850325
2655,Elasticity (physics),Gravity,0.4984158340848623
2656,Free body diagram,Gravity,0.4984158340848623
2657,Creep (deformation),Magnet,0.4991352456194339
2658,Musical tone,Kilogram,0.49974700925798815
2659,Laser,Electron,0.5010463390806092
2660,Free body diagram,Compass,0.5024602373564794
2661,Elasticity (physics),Compass,0.5024602373564794
2662,Magnification,Length,0.5030095284082251
2663,Photoelectric effect,Work (physics),0.5036704056893299
2664,Fatigue (material),Physical quantity,0.5039036461339258
2665,Intensity (physics),Wavelength,0.5067907988450364
2666,Sound intensity,Wavelength,0.5067907988450364
2667,Scalar multiplication,Velocity,0.5070940557494927
2668,Power (physics),Motion,0.5075933044193123
2669,Capacitance,Physical quantity,0.5083210767744164
2670,Capacitor,Physical quantity,0.5083210767744164
2671,Free fall,Physical quantity,0.5093458630026121
2672,Absorption spectroscopy,Length,0.5098761096994935
2673,Strength of materials,Kilogram,0.5108811338437376
2674,Laser,Work (physics),0.5118151915800018
2675,Electron,Refraction,0.5120394508963005
2676,Ammeter,Field (physics),0.5128232406587652
2677,Optical microscope,Ray (optics),0.5146289599431259
2678,Energy,Displacement (vector),0.5147905695754987
2679,Laser,Energy level,0.515484734669072
2680,Electric potential,Kilogram,0.5155011508740552
2681,Dielectric,Mass,0.5158494811020392
2682,Newton's law of universal gravitation,Force,0.5163542825537878
2683,Wavelength,Field (physics),0.5209122457982396
2684,Absorption spectroscopy,Displacement (vector),0.5229976584844499
2685,Curved mirror,Specular reflection,0.5233690976237555
2686,Torque,Metre,0.5234716515368985
2687,Refracting telescope,Reflection (physics),0.5241131448394566
2688,Insulator (electricity),Electric current,0.5251970496095811
2689,Deformation (engineering),Compression (physics),0.5252988628326425
2690,Mechanical energy,Motion,0.5266573004772914
2691,Fatigue (material),Friction,0.5270892877034952
2692,Capacitance,Electric charge,0.5284466181478535
2693,Capacitor,Electric charge,0.5284466181478535
2694,Lever,Displacement (vector),0.5286902097522924
2695,Force,Metre,0.5289307235515586
2696,Normal force,Metre,0.5289307235515586
2697,Snell's law,Angle of incidence,0.530481314960098
2698,Le Sage's theory of gravitation,Motion,0.5308837341111987
2699,Kinetic energy,Motion,0.5326058756395546
2700,Fracture,Physical quantity,0.537207109455202
2701,Kinetic energy,Position (vector),0.5381729942550482
2702,Pitch (music),Hertz,0.5386868419363702
2703,Contact force,Direction (geometry),0.5395389442620362
2704,Fatigue (material),Length,0.5404928664383664
2705,Velocity,Motion,0.5415014087934227
2706,Dielectric,Motion,0.5430400133029759
2707,Ohmmeter,Metre,0.5444518750725224
2708,Specular reflection,Field (physics),0.5452890153409637
2709,Strength of materials,Direction (geometry),0.5457674460819745
2710,Direction (geometry),Physics,0.5459893736957991
2711,Resonance (particle physics),Sound,0.546429147418831
2712,Velocity,Position (vector),0.5471615088995094
2713,Scattering,Geometrical optics,0.5485936207767734
2714,Ohmmeter,Electrical conductor,0.5490451851789876
2715,Energy,Force,0.5504161164470912
2716,Transverse wave,Position (vector),0.5522634884495545
2717,Elasticity (physics),Physical quantity,0.5585052949214661
2718,Free body diagram,Physical quantity,0.5585052949214661
2719,Absorption spectroscopy,Force,0.559191168422744
2720,Acceleration,Displacement (vector),0.5596168032878454
2721,Emission spectrum,Kilogram,0.5599364519633023
2722,Photoelectric effect,Ray (optics),0.5600212358009723
2723,Motion graphs and derivatives,Physical quantity,0.5602804493028734
2724,Inertial frame of reference,Physical quantity,0.5602804493028734
2725,Gravitational acceleration,Physical quantity,0.5602804493028734
2726,Non-inertial reference frame,Physical quantity,0.5602804493028734
2727,Frame of reference,Physical quantity,0.5602804493028734
2728,Power (physics),Direction (geometry),0.560767659257178
2729,Fracture,Friction,0.5619251117638068
2730,Shock wave,Speed,0.5620169841894285
2731,Sonic boom,Speed,0.5620169841894285
2732,Energy,Field (physics),0.5620358959934161
2733,Fracture,Wave,0.5621250299135137
2734,Creep (deformation),Motion,0.5622768256706289
2735,Potential energy,Mass,0.5628229496516238
2736,Wavelength,Metre,0.5634641171284498
2737,Deformation (engineering),Metre,0.5637387016551213
2738,Intensity (physics),Ray (optics),0.5643546291537022
2739,Sound intensity,Ray (optics),0.5643546291537022
2740,Refracting telescope,Light,0.5648832500939838
2741,Total internal reflection,Refraction,0.5653311887020114
2742,Energy,Euclidean vector,0.5663294406002352
2743,Laser,Telescope,0.5672681285404642
2744,Strength of materials,Magnet,0.5674952592540414
2745,Voltage,Mass,0.5688827929858431
2746,Collision,Virtual image,0.5694093223466858
2747,Newton's laws of motion,Metre,0.5704035927091722
2748,Absorption spectroscopy,Field (physics),0.5709961972130823
2749,Strength of materials,Wave,0.5710476494359503
2750,Huygens–Fresnel principle,Speed,0.5730034703780635
2751,Scalar (mathematics),Physical quantity,0.5738204092327126
2752,Work (physics),Position (vector),0.5741302511754087
2753,Scalar multiplication,Compass,0.5741769772384234
2754,Absorption spectroscopy,Euclidean vector,0.5753581919905247
2755,Fracture,Length,0.5762145455548884
2756,Lever,Kilogram,0.5764166369821467
2757,Lever,Field (physics),0.5772111870388451
2758,Le Sage's theory of gravitation,Velocity,0.5785720384434682
2759,Total internal reflection,Reflection (physics),0.5789036053559559
2760,Snell's law,Ray (optics),0.5789575799360166
2761,Inelastic collision,Virtual image,0.5802258674250915
2762,Huygens–Fresnel principle,Physics,0.5813503187512578
2763,Electrical conductor,Physics,0.5813503187512578
2764,Lever,Euclidean vector,0.5816206598087753
2765,Power (physics),Magnet,0.5830926532097254
2766,Free body diagram,Friction,0.5842032704810914
2767,Elasticity (physics),Friction,0.5842032704810914
2768,Strength of materials,Temperature,0.5862800708173262
2769,Power (physics),Metre,0.5907025979964035
2770,Potential energy,Motion,0.5924894630369528
2771,Transverse wave,Distance,0.5935789021129714
2772,Energy level,Length,0.597316948240172
2773,Absorption spectroscopy,Ray (optics),0.5980339616017764
2774,Voltage,Motion,0.598868721959145
2775,Elasticity (physics),Length,0.5990592250901849
2776,Free body diagram,Length,0.5990592250901849
2777,Sound intensity,Frequency,0.5997085858254826
2778,Intensity (physics),Frequency,0.5997085858254826
2779,Subtractive color,Velocity,0.6025662473175636
2780,Photoelectric effect,Energy,0.6037517549244782
2781,Mechanical energy,Potential energy,0.6047323173004956
2782,Fracture,Deformation (engineering),0.6060226971784165
2783,Electrical resistance and conductance,Electrical conductor,0.6060226971784165
2784,Sound intensity,Kilogram,0.6108019002042078
2785,Intensity (physics),Kilogram,0.6108019002042078
2786,Laser,Magnification,0.612131085371881
2787,Energy level,Displacement (vector),0.6126887676435837
2788,Fatigue (material),Compression (physics),0.6127372398221232
2789,Mechanical energy,Metre,0.6128879812581554
2790,Laser,Energy,0.613514942754121
2791,Electron,Length,0.6145295246382152
2792,Strength of materials,Deformation (engineering),0.6156421050701374
2793,Work (physics),Displacement (vector),0.6170815404061835
2794,Ohm's law,Gravity,0.6177502823861468
2795,Le Sage's theory of gravitation,Metre,0.6178064175457744
2796,Sound,Wave,0.6180243939886779
2797,Kinetic energy,Metre,0.6198105288412948
2798,Scattering,Light,0.6199873167874843
2799,Refractive index,Light,0.6200470383951198
2800,Laser,Position (vector),0.6201612277765883
2801,Motion,Physical quantity,0.620807746984032
2802,Sonic boom,Wave,0.6225192895393347
2803,Shock wave,Wave,0.6225192895393347
2804,Fatigue (material),Elasticity (physics),0.6292635062487858
2805,Velocity,Metre,0.6301625458966899
2806,Frame of reference,Position (vector),0.631340202576357
2807,Inertial frame of reference,Position (vector),0.631340202576357
2808,Non-inertial reference frame,Position (vector),0.631340202576357
2809,Dielectric,Metre,0.6319530692806061
2810,Scalar (mathematics),Magnet,0.6321819727509617
2811,Strength of materials,Motion,0.6392845140809451
2812,Electrostatics,Field (physics),0.6415570986332739
2813,Speed,Position (vector),0.642949053144356
2814,Plasticity (physics),Physics,0.6453602910214749
2815,Fatigue (material),Kilogram,0.6486584109369576
2816,Gravity,Physics,0.649591024556166
2817,Gravity of Earth,Physics,0.649591024556166
2818,Color,Field (physics),0.6529948621727739
2819,Direction (geometry),Compass,0.6542113720296944
2820,Fatigue (material),Fracture,0.6542113720296944
2821,Creep (deformation),Metre,0.6543395644211232
2822,Curved mirror,Reflection (physics),0.6545869761802461
2823,Energy level,Force,0.6550892576669028
2824,Doppler effect,Field (physics),0.6577787073168967
2825,Work (physics),Force,0.6597860277076177
2826,Pitch (music),Velocity,0.6615450987254554
2827,Capacitor,Displacement (vector),0.6617933981605493
2828,Capacitance,Displacement (vector),0.6617933981605493
2829,Emission spectrum,Electron,0.6637612537814735
2830,Electromagnetic spectrum,Velocity,0.664943590564152
2831,Torque,Position (vector),0.6654999980699565
2832,Refraction,Light,0.6661384351721852
2833,Laser,Distance,0.6665561428841125
2834,Scalar (mathematics),Length,0.6685584167703663
2835,Energy level,Field (physics),0.6689187814213853
2836,Direction (geometry),Physical quantity,0.6694571441048316
2837,Force,Position (vector),0.6724402256917458
2838,Normal force,Position (vector),0.6724402256917458
2839,Work (physics),Field (physics),0.6737147045043569
2840,Subtractive color,Wavelength,0.6738932772084383
2841,Voltmeter,Gravity,0.6739093989667055
2842,Energy level,Euclidean vector,0.6740288333715287
2843,Scalar multiplication,Physics,0.6755812526018427
2844,Refractive index,Speed,0.676049415764095
2845,Contact force,Motion,0.6771308148993745
2846,Emission spectrum,Work (physics),0.6780272936250149
2847,Electromagnetic spectrum,Physics,0.6782420385431341
2848,Work (physics),Euclidean vector,0.6788613938113568
2849,Emission spectrum,Energy level,0.6828885216824352
2850,Interference (wave propagation),Speed,0.6885282609804658
2851,Pigment,Velocity,0.6886471397915012
2852,Energy,Kilogram,0.6889371308744653
2853,Resultant force,Position (vector),0.6889563014104906
2854,Potential energy,Metre,0.6894989789154247
2855,Refractive index,Refraction,0.6909603417469028
2856,Speed,Displacement (vector),0.6910487494862909
2857,Fracture,Kilogram,0.6915288520667583
2858,Capacitor,Mass,0.6922083301168327
2859,Capacitance,Mass,0.6922083301168327
2860,Ohm's law,Physical quantity,0.6922268115445744
2861,Acceleration,Motion,0.6923876383314209
2862,Dielectric,Electric field,0.6925973682039046
