concept,Tension (physics),Physics,Length,Physical quantity,Temperature,Metre,Hertz,Kilogram,Motion,Position (vector),Inertial frame of reference,Non-inertial reference frame,Frame of reference,Displacement (vector),Distance,Speed,Velocity,Acceleration,Equations of motion,Le Sage's theory of gravitation,Gravity,Gravity of Earth,Planet,Mass,Gravitational acceleration,Gravitational field,Field (physics),Free fall,Friction,Potential energy,Kinetic energy,Mechanical energy,Motion graphs and derivatives,Transmission medium,Amplitude,Wave,Transverse wave,Crest (physics),Wavelength,Frequency,Standing wave,Geometrical optics,Light,Ray (optics),Reflection (physics),Mirror image,Angle of incidence,Specular reflection,Refraction,Refractive index,Snell's law,Virtual image,Real image,Plane mirror,Curved mirror,Magnification,Total internal reflection,Magnetism,Magnetic field,Magnet,Electrical polarity,Compass,Electrostatics,Electric charge,Coulomb,Electrical conductor,Electroscope,Voltage,Ohm's law,Electromotive force,Electric current,Series and parallel circuits,Electrical resistance and conductance,Ohm,Voltmeter,Ammeter,Ohmmeter,Euclidean vector,Phase velocity,Scalar (mathematics),Direction (geometry),Scalar multiplication,Contact force,Force,Normal force,Free body diagram,Resultant force,Newton's laws of motion,Newton's law of universal gravitation,Gravitational constant,Lever,Torque,Tangential and normal components,Crystallinity,Telescope,Refracting telescope,Optical microscope,Compression (physics),Rarefaction,Sound,Pitch (music),Musical tone,Sound intensity,Intensity (physics),Resonance (particle physics),Coulomb's law,Electric field,Field line,Electric potential energy,Electric potential,Dielectric,Joule,Insulator (electricity),Projectile motion,Collision,Elasticity (physics),Elastic collision,Inelastic collision,Relative velocity,Deformation (engineering),Hooke's law,Creep (deformation),Plasticity (physics),Fracture,Fatigue (material),Strength of materials,Hardness,Stiffness,Work (physics),Energy,Power (physics),Doppler effect,Color,Dispersion (optics),Subtractive color,Pigment,Huygens–Fresnel principle,Interference (wave propagation),Diffraction,Sonic boom,Shock wave,Electron,Capacitance,Capacitor,Electromagnetic radiation,Electromagnetic spectrum,Scattering,Energy level,Photoelectric effect,Emission spectrum,Absorption spectroscopy,Laser
Resultant force,0.0,1.0,0.3100868739601283,0.2661460426645253,0.0,0.3857159537640304,0.0,0.2648745835252973,0.33144739197426537,0.6889563014104906,0.0,0.0,0.12596729919864166,0.7404978484874202,0.024640895755715948,0.0317730356772208,0.1540867787872196,0.0,0.0,0.0,0.18362688624179133,0.0,0.0,0.08995757269871571,0.0,0.0,0.8084576454052285,0.0,0.21523278386145472,0.010758814711672986,0.0,0.0,0.0,0.0,0.0,0.0017452848464752867,0.0,0.0,0.0,0.0,0.0,0.0,0.010051138914396086,0.003024636593326407,0.002225156360755068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413382267435479,0.0042804574888235325,0.26008500957093017,0.09686230966993027,0.08525117435475472,0.0564740447439902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8146336725736283,0.0,0.0,0.3975550115615004,0.0,0.0,0.7292371885189459,0.0,0.30988959727722365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newton's laws of motion,0.05886970014503753,1.0,0.32638399160085946,0.3042890917158333,0.015151229355738129,0.5704035927091722,0.0,0.3917012314004644,0.4901502811363275,0.7251655151382975,0.0,0.0,0.13258771452840953,0.7794159116591606,0.03643939362495532,0.03344291900256722,0.16218505888758766,0.0,0.0,0.0,0.2715506958117526,0.0,0.0,0.1330308538135688,0.0,0.013428057737854193,0.8509474457197418,0.013535407697166092,0.4245476374884087,0.015910325992336116,0.0,0.0,0.0,0.0,0.0,0.002580958181831927,0.0,0.0,0.0,0.0,0.0,0.0,0.010579392791186451,0.004472886233086638,0.003290600687185575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4351082416985961,0.0063300164440631785,0.27375419828387504,0.14324170129513833,0.12607094847929742,0.08351481887756583,0.006153092592523135,0.0,0.000750647576911489,0.0,0.0,0.00916514941311976,0.0027481853567919725,0.01015323785919462,0.0,0.0,0.0,0.0,0.8574480639939512,0.0,0.0,0.4184491587704309,0.0,0.0,1.0784088866669341,0.0,0.027070815394332183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newton's law of universal gravitation,0.005542368981538546,1.0,0.1562763195887439,0.19190715582247805,0.00142643335037435,0.35973859769500416,0.0,2.449770707174124,0.30912493723667106,0.3472173902973685,0.0,0.0,0.0634844863179506,0.37319308923691225,0.10161812726390544,0.016012845092038236,0.07765602709532263,0.0,0.0,0.0,0.17125990748138514,0.0,0.0,0.8319991429632699,0.0,0.0012642029856655432,0.40744319085094943,0.001274309595401857,0.15240085316898036,0.007618042715097644,0.0,0.0,0.0,0.0,0.0,0.0012357917546470974,0.0,0.0,0.0,0.0,0.0,0.0,0.005065532046412885,0.0021416681468273933,0.0015755765535781226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208334711215068,0.0030308829423967877,0.13107658365821198,0.06858573479734194,0.060364185567962976,0.039987832924316034,0.0005792913747023653,0.0,7.067074974208116e-05,0.0,0.0,0.0008628656115674663,0.00025873169456403655,0.0009558905588841645,0.0,0.0,0.0,0.0,0.41055575986501786,0.0,0.0,0.2003581552725784,0.0,0.0,0.5163542825537878,0.0,0.002548619190803714,0.0,0.09414637696274633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravitational constant,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lever,0.0,1.0,0.22139145275072053,0.20640413073184616,0.0,0.3869138293968379,0.0,0.5764166369821467,0.33247673170089354,0.4918913029212722,0.0,0.0,0.0899363556170967,0.5286902097522924,0.2709816727037478,0.022684863880387502,0.11001270505170706,0.0,0.0,0.0,0.1841971560748404,0.0,0.0,0.19576450422665176,0.0,0.0,0.5772111870388451,0.0,0.21590120865605555,0.01079222717972166,0.0,0.0,0.0,0.0,0.0,0.0017507049857500548,0.0,0.0,0.0,0.0,0.0,0.0,0.0071761703990849204,0.003034029874672141,0.002232066784235674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29514084088801296,0.004293750835062116,0.18569182684913368,0.09716312429623444,0.08551592955461422,0.056649429976114385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816206598087753,0.0,0.0,0.283840719969486,0.0,0.0,0.7315019002845328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torque,0.0,1.0,0.2995296125450925,0.27925264746073314,0.0,0.5234716515368985,0.0,0.35947264907004645,0.4498214605365031,0.6654999980699565,0.0,0.0,0.12167859877607205,0.7152867543707486,0.17312717978294995,0.030691286426406623,0.1488407185993684,0.0,0.0,0.0,0.2492079170424312,0.0,0.0,0.12208527723397135,0.0,0.0,0.78093278246432,0.0,0.2921016352405458,0.014601248537270487,0.0,0.0,0.0,0.0,0.0,0.0023686008630736037,0.0,0.0,0.0,0.0,0.0,0.0,0.009708936422291365,0.004104863948085839,0.003019855061024736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3993081964955471,0.00580919230626051,0.2512301186782397,0.13145599169490546,0.11569802233859572,0.07664334643827242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7868985397412843,0.0,0.0,0.3840197976057752,0.0,0.0,0.9896790415614268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tangential and normal components,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystallinity,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telescope,0.0,1.0,0.15834864664982828,0.050567748106259816,0.0,0.08534035051800448,0.0,0.011397052610709377,0.04851090647416145,0.1309016972679932,0.0,0.0,0.023933786847741903,0.14069459121260985,0.08711286308607147,0.17021326409156018,0.029276487969571725,0.0,0.0,0.0,0.0,0.0,0.3140214585742533,0.003870704297609808,0.0,0.0,0.15704323641819753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09678979127133636,0.0,0.0,0.009456292449531122,0.0,0.0,0.10503940992191624,0.35244779024564704,0.4896259643711653,0.36020668777703924,0.0,0.11872236168073168,0.0,0.4522649509616091,0.0,0.0,0.2100455421345491,0.0,0.14550344638905546,0.0,0.0,0.0,0.0,0.0,0.07854263081274103,0.0,0.049416151818476736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15478039778898936,0.0,0.0,0.07553545219668507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Refracting telescope,0.0,1.0,0.2304027381859277,0.07926830459252987,0.0,0.12417315116419665,0.0,0.02136947364508008,0.09095794963905272,0.2051971068380228,0.0,0.0,0.0375178009096402,0.22054811868084834,0.12675221803841327,0.3191498701716753,0.04259829897740406,0.0,0.0,0.0,0.0,0.0,0.4569120446267185,0.007257570558018391,0.0,0.0,0.2285033213093897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14083248205256754,0.0,0.0,0.017730548342870852,0.0,0.0,0.15283596150311554,0.5648832500939838,0.7124226525756941,0.5241131448394566,0.0,0.22260442815137188,0.0,0.8479967830530171,0.0,0.0,0.3056235027923445,0.0,0.21171252911092733,0.0,0.0,0.0,0.0,0.0,0.11428223471717035,0.0,0.07190220396873154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2252108131176689,0.0,0.0,0.10990668619173426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4550344638905544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Optical microscope,0.0,1.0,0.4387660716319393,0.3413857102248115,0.0,0.16970103067614348,0.0,0.00921283574186442,0.14582483167746488,0.8837247171371502,0.0,0.0,0.161578340491183,0.11373082172074467,0.9498370946828956,0.1375923141469581,0.023665721654113358,0.0,0.0,0.0,0.0,0.0,0.2538400247926214,0.003128893418084195,0.0,0.0,0.12694628961632756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07824026780698197,0.0,0.0,0.007644017452608784,0.0,0.0,1.145299608036772,1.2943483190691505,0.5146289599431259,0.29117396935525364,0.0,0.09596951548885772,0.0,0.36558949469939594,0.0,0.0,2.2902363718094048,0.0,1.586500154953884,0.0,0.8722818293729259,0.0,0.0,0.0,0.06349013039842798,0.0,0.03994566887151752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12511711839870493,0.0,0.0,0.06105927010651902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8083524799391968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compression (physics),0.0,1.0,0.03673203072997944,0.17789844939492058,0.0,0.23755613532965725,0.0,0.0,0.20413301740344844,0.4605150484100074,0.0,0.0,0.08419958823190618,0.4949666645700822,0.11747661493310198,0.7162543379725793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8650173518903173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7657839828247943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rarefaction,0.0,1.0,0.03673203072997944,0.17789844939492058,0.0,0.23755613532965725,0.0,0.0,0.20413301740344844,0.4605150484100074,0.0,0.0,0.08419958823190618,0.4949666645700822,0.11747661493310198,0.7162543379725793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8650173518903173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7657839828247943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sound,0.0,1.0,0.21545672406738306,0.10273636069872956,0.07694925929477409,0.17419668002029384,0.1212045394356833,0.3726020735957287,0.14968796265716255,0.2659474564368759,0.0,0.0,0.04862526512569256,0.2858432659648069,0.05843042317674563,0.25068901829040274,0.2764313448245653,0.0,0.0,0.0,0.0,0.0,0.010255521098444038,0.12654433534948348,0.0,0.0,1.002756073161611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27212954278522306,0.6180243939886779,0.0,0.005502760962338253,0.30915310261111656,0.3658349172735555,0.049065852902227085,0.046271837169321865,0.0970267034857754,0.3442682561984756,0.25327032734323074,0.0,0.0038773136415642256,0.0,0.014770368775854826,0.0,0.0,0.09252901488133644,0.0,0.06409700686527524,0.0,0.035241505795753594,0.0,0.0,0.0,0.002565097337884313,0.0,0.001613865466007531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005054920903678297,0.0,0.0,0.0024668869038465416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03265866334424093,0.0,0.040401513145227774,0.0426805326051522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pitch (music),0.0,1.0,0.2060307095661403,0.2223904710888072,0.07358280676416944,0.41688094363831,0.5386868419363702,0.8916972701436243,0.35822760294021805,0.3619720144236952,0.0,0.0,0.049253205980647016,0.28953461169524025,0.10479989746391076,0.3657980477912298,0.6615450987254554,0.0,0.0,0.0,0.0,0.0,0.009806852387777568,0.30284114442611426,0.0,0.0,1.4631921911649193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26022414959031004,0.9018030320998351,0.0,0.005262020716925207,0.7398535788983985,0.8755023661247482,0.04691927129529802,0.044247490934387165,0.09278188300953596,0.3292068670063263,0.2421900058141372,0.0,0.00370768507801185,0.0,0.014124180030191131,0.0,0.0,0.08848096374794777,0.0,0.06129282742360979,0.0,0.0336997254400265,0.0,0.0,0.0,0.002452876914926268,0.0,0.0015432604786185821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048337732094164785,0.0,0.0,0.002358963088383205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03122987974230636,0.0,0.03863398766916064,0.04081330232492614,0.0,0.9562510079829544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Musical tone,0.0,1.0,0.28897813809276823,0.13779362123718614,0.10320705364325064,0.23363871548730564,0.16256379227023432,0.4997470092579882,0.20076676154250991,0.3566980846121125,0.0,0.0,0.06521791622476943,0.3833830442861105,0.07836893914857697,0.3362329305777809,0.37075944454116905,0.0,0.0,0.0,0.0,0.0,0.013755065686752948,0.16972571440399312,0.0,0.0,1.3449317223111237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3649897163084868,0.8289160593331246,0.0,0.040020079726096384,0.414647017236848,0.4906706611299402,0.35684256656165153,0.06206141585602355,0.1301356281172712,0.4617446965803018,0.3396950730899587,0.0,0.005200389460068569,0.0,0.019810538224164183,0.0,0.0,0.12410316993218648,0.0,0.08596916054220594,0.0,0.04726714737042678,0.0,0.0,0.0,0.003440398789766713,0.0,0.002164573138841648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006779837748272464,0.0,0.0,0.0033086755005894307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04380294820998813,0.0,0.05418793075674479,0.057244631832363925,0.0,1.3412351800280398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sound intensity,0.0,1.0,0.3531955021133834,0.16841442595656084,0.1261419544528619,0.2855584300400403,0.19868907944139752,0.6108019002042078,0.24538159744084545,0.4359643256370264,0.0,0.0,0.07971078649694041,0.4685792763496908,0.17312717978294995,0.4109513595950655,0.4531504322169844,0.0,0.0,0.0,0.0,0.0,0.016811746950475832,0.2074425398271027,0.0,0.0,1.643805438380262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4460985421548172,1.013119628073819,0.0,0.009020606943300351,0.5067907988450364,0.5997085858254826,0.08043303650622517,0.07585284160180655,0.15905465658777593,0.5643546291537022,0.4151828671099495,0.0,0.006356031562306029,0.0,0.024212880051756227,0.0,0.0,0.15168165213933904,0.0,0.10507341844047392,0.0,0.05777095789718829,0.0,0.0,0.0,0.004204931854159316,0.0,0.002645589391917569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008286468358999677,0.0,0.0,0.004043936722942637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053536936701096605,0.0,0.06622969314713252,0.3793825120457973,0.0,1.6392874422564931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
