concept,Inertial frame of reference,Elastic collision,Reflection (physics),Displacement (vector),Relative velocity,Fatigue (material),Torque,Non-inertial reference frame,Acceleration,Frequency,Insulator (electricity),Gravitational field,Electrostatics,Hardness,Speed,Euclidean vector,Compression (physics),Subtractive color,Wavelength,Refraction,Laser,Ohmmeter,Amplitude,Temperature,Hertz,Sonic boom,Optical microscope,Ammeter,Magnetic field,Lever,Sound,Gravitational constant,Work (physics),Elasticity (physics),Frame of reference,Electric potential,Field (physics),Pigment,Ohm's law,Plane mirror,Electromotive force,Normal force,Gravity of Earth,Ray (optics),Angle of incidence,Electromagnetic radiation,Free body diagram,Tangential and normal components,Mechanical energy,Newton's laws of motion,Ohm,Telescope,Newton's law of universal gravitation,Distance,Sound intensity,Phase velocity,Interference (wave propagation),Color,Capacitor,Compass,Contact force,Resultant force,Mirror image,Dielectric,Energy,Diffraction,Hooke's law,Transmission medium,Equations of motion,Snell's law,Planet,Electrical conductor,Scalar (mathematics),Electromagnetic spectrum,Kinetic energy,Plasticity (physics),Magnetism,Friction,Series and parallel circuits,Standing wave,Motion,Gravity,Creep (deformation),Physical quantity,Electrical polarity,Emission spectrum,Metre,Electric charge,Inelastic collision,Gravitational acceleration,Field line,Geometrical optics,Total internal reflection,Magnification,Refractive index,Le Sage's theory of gravitation,Position (vector),Mass,Dispersion (optics),Direction (geometry),Power (physics),Huygens–Fresnel principle,Electroscope,Fracture,Light,Kilogram,Doppler effect,Physics,Potential energy,Crystallinity,Voltage,Transverse wave,Rarefaction,Strength of materials,Refracting telescope,Energy level,Musical tone,Photoelectric effect,Pitch (music),Voltmeter,Projectile motion,Coulomb's law,Collision,Electric current,Virtual image,Electric potential energy,Electron,Scattering,Electrical resistance and conductance,Velocity,Specular reflection,Coulomb,Shock wave,Tension (physics),Curved mirror,Intensity (physics),Stiffness,Force,Magnet,Resonance (particle physics),Absorption spectroscopy,Electric field,Scalar multiplication,Free fall,Deformation (engineering),Real image,Crest (physics),Motion graphs and derivatives,Capacitance,Length,Wave,Joule
Series and parallel circuits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013739080491247701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008365846533418668,0.0,0.0,0.0,0.06762587606449008,0.0,0.0,0.0,0.0,0.0,0.0,0.013164600086955282,0.0,0.0,0.08085267217930213,0.0,0.01577291199874763,0.0,0.0,0.0,0.0,0.009316252131033646,0.0,0.0,0.0,0.0,0.07735544611190517,0.0,0.0,0.014689486088862681,0.0,0.0,0.0,0.047318735996242894,0.1539469367185281,0.0,0.0,0.0,0.0,0.0,0.014004705989881301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04033955942763038,0.0,0.015034073395613329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011890933022681825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093496393549515,0.0,0.0,0.006878319341092269,0.0112164262243126,0.0,0.4124020824197838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012892574351984196,0.0,0.0112164262243126,0.0,0.0,0.013035398129705581,0.0,0.0,0.0,0.0,0.021594600956062783,0.0,0.0,0.0,0.0,0.0,0.02337409838737875,0.15790614827725843,0.0,0.0,0.009660839437784296,0.0,0.0,0.0,0.0,0.0,0.0,0.06723259904605064,0.0,0.004835028481613816,0.0
Standing wave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05325785314115663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03710048674195706,0.0,0.006635758595326867,0.0,0.140598668079103,0.0,0.003953092317989041,0.0,0.0,0.0,0.0,0.013348511209789542,0.04159765593401351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020823557202893254,0.0,0.0,0.0,0.022359402723499393,0.0,0.0,0.0,0.0,0.0,0.0,0.0198528249746669,0.006785289710785677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500377554394852,0.0,0.0,0.0,0.0,0.0,0.0,0.005199706991751689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022089807267193107,0.0,0.0,0.009750584560449482,0.0,0.0,0.005731509225614319,0.010378070857348777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012319167463238242,0.009643013364813425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007363269089064368,0.0035530949115238682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438753340179398,0.29929357623000696,0.0
Motion,0.007318473464279696,0.0,0.0,0.0,0.0071507309640123995,0.0,0.005460071633721982,0.0069901286454509045,0.03896463780875907,0.004220433645148262,0.0,0.0,0.0,0.0,0.08675132615274757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03659236732139848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04681656484376104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024592310033664605,0.0,0.0,0.006024342327952035,0.021452192892037196,0.0,0.0,0.0,0.038390672600725366,0.0,0.0,0.0,0.016367134871066,0.0,0.0,0.020452155539939863,0.0,0.0,0.0,0.0071507309640123995,0.0,0.06414822665787659,0.0,0.0,0.0,0.005788416452550775,0.0,0.006545664359955118,0.00515802368023694,0.0,0.0,0.5195991608911638,0.01576813315093641,0.0,0.0,0.0,0.0,0.06428015133954162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029019947247836863,0.0,0.0,0.0,0.0,0.0,0.0,0.04172056051784962,0.0,0.0,0.020089883660397795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016367134871066,0.0,0.0,0.0,0.0,0.0,0.03172766714588717,0.0,0.0,0.10159645092711903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07206278634901297,0.0036603581541359096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014121932244411675,0.0
Gravity,0.009279404153273298,0.0,0.0,0.0,0.004533358147041353,0.0,0.0034615286673117833,0.004431540887666243,0.056462769757053465,0.002675633770249496,0.0,0.03653872638666653,0.0,0.0,0.03299871018728914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060897877311110885,0.0,0.0,0.021200255781949204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028751113035965082,0.0,0.0,0.0,0.011693113921509186,0.0,0.005119775510756629,0.019096300441474753,0.06346701405857895,0.0,0.0,0.0,0.014603150582572569,0.0,0.0,0.008718046794910395,0.0,0.0,0.0,0.032415198672751576,0.0,0.0,0.0,0.004533358147041353,0.0,0.10167033531302211,0.0,0.0,0.0,0.0,0.0,0.008299526580804337,0.00327003893603538,0.0,0.0,0.05989290023321374,0.449844468480662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013051927408604735,0.0,0.0,0.0,0.0,0.0,0.008718046794910395,0.0,0.08410429004157778,0.0,0.0,0.0,0.0,0.0,0.0,0.03847220021654684,0.0,0.0,0.04457743324167215,0.0034615286673117833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007748034574555933,0.0,0.0,0.0,0.0,0.0,0.0,0.02634923178133742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108203063109038,0.016243933913689265,0.0,0.0,0.0,0.0,0.006778022354201474,0.0,0.0,0.0,0.0,0.0,0.015769554382795835,0.02536654894779689,0.0
Creep (deformation),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012716291895715704,0.009641507896243873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0867302191570496,0.0,0.0,0.0,0.0,0.0214870394392099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05262169778892529,0.0,0.0,0.0,0.0,0.0,0.0,0.1323806906715935,0.0,0.023515972658606808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08093286303065736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009470795591966464,0.0,0.0,0.0,0.0,0.0,0.13616599906521026,0.017329072942367005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007248130856603534,0.0,0.0,0.021099576407277856,0.0,0.0,0.0,0.0,0.0,0.0,0.029491379387571855,0.008664536471183502,0.025086075280500414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03788318236786586,0.0053768851217946756,0.0
Physical quantity,0.0,0.0,0.0,0.0,0.0,0.0,0.021923014892974626,0.0,0.0,0.0677827221796539,0.0,0.0,0.0,0.0,0.013932788745744306,0.0,0.0,0.0,0.04384602978594925,0.0,0.0,0.0,0.0,0.02938477981869878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02871126826459524,0.0,0.0,0.0,0.09248662035629293,0.0,0.0,0.0,0.0,0.0,0.0,0.054745668869535996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023241369089787203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6220000016287882,0.0,0.0,0.02150787892042744,0.023241369089787203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034209836350797794,0.08322820368697802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05039824519412004,0.0,0.16132785363652777,0.04384602978594925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021923014892974626,0.0,0.0,0.0,0.0,0.0,0.01854205199427448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23303897032353846,0.02835084882400829,0.0
Electrical polarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07886222270823394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7912744186038395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368695147471473,0.0,0.0,0.08521835332921973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05583812392540479,0.0,0.0,0.0,0.0,0.0,0.17385577984363432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3148014826729129,0.0,0.0,0.0,0.0,0.0,0.0,0.09342035326289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emission spectrum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02171679448474348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11940593548503657,0.0,0.017587981519652764,0.0,0.0,0.047072705534808724,0.005238806809762175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017501891139369036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09877211882710896,0.0,0.0,0.0,0.0,0.0,0.0,0.14908893318354222,0.026976467345308106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24910194239987876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005333069362466552,0.0,0.0,0.0,0.0,0.0,0.0,0.16100895928005074,0.0,0.0,0.01722918825244471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024713895840819754,0.0,0.0,0.0,0.0,0.0,0.0,0.015721740059050388,0.0,0.0,0.0,0.08571090663439908,0.06389666622801128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004879059372122748,0.02825227895668008,0.0,0.016606796159991916,0.006049748968321234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1813243583238628,0.057527450526385755,0.0
Metre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01895618501634389,0.0,0.0,0.0,0.0,0.02078110863772032,0.0,0.0,0.0,0.08992151871355696,0.0,0.04605666347095512,0.0,0.0,0.01643555481384847,0.003048571194381379,0.0,0.0,0.019327683666431273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003394905437580058,0.0,0.0,0.0,0.0,0.004698141501146783,0.0,0.0,0.06958832816673084,0.0,0.0,0.0,0.017243268202020715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006755312406150217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007869218992463557,0.0,0.0,0.0,0.0,0.5774318679653739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041248566654186344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06246298608604604,0.01409442450344035,0.0,0.012532531002837608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002375093727022627,0.0,0.0,0.0,0.0,0.003934609496231778,0.0,0.0,0.0,0.0,0.0,0.00567845328054964,0.00548019723641817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4468931343734684,0.03876217748819213,0.004166920508200627
Electric charge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007842218510490944,0.0,0.004068867509819133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004775195587659329,0.0,0.0,0.0,0.049629356580829946,0.0,0.0,0.0,0.0,0.0,0.0,0.007514307129279785,0.0,0.0,0.00923008381515927,0.0,0.009003122335568338,0.0,0.0,0.0,0.0,0.005317683738510355,0.0,0.0,0.0,0.0,0.007359035802681245,0.0,0.0,0.02515411998402592,0.0,0.0,0.0,0.06302185634897836,0.00878723665340271,0.0,0.0,0.0,0.0,0.0,0.007993836604843752,0.0,0.0,0.0,0.0,0.0,0.0,0.008384706661341973,0.0,0.0,0.0,0.0,0.1228036145407509,0.018144375335346755,0.0,0.0,0.02077038077777932,0.0,0.0,0.0,0.0,0.0,0.0,0.25791749414684206,0.0,0.0,0.016124529027754624,0.0,0.0,0.0,0.0,0.0,0.0,0.014583348964620926,0.0,0.0,0.0,0.0,0.0,0.0,0.013341852619344508,0.0,0.0,0.06674404564166082,0.006402296384674006,0.0,0.0069234602592597744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01471807160536249,0.0,0.05762066746206605,0.0,0.0,0.08556642975848774,0.0,0.0,0.005414935538150954,0.0,0.08628285249258714,0.0,0.0,0.0,0.0,0.0,0.04002555785803352,0.17168051519398514,0.0,0.0,0.0330862377205533,0.0,0.0,0.0,0.0,0.0,0.0,0.007675225908796931,0.019444465286161235,0.005519634284320198,0.0
Inelastic collision,0.0,0.4018798079328063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067121464030593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010361459917870153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04455559812784915,0.0,0.0,0.0,0.0,0.0,0.0,0.15164949880283876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20153829546472407,0.0,0.0,0.04988599544754704,0.0,0.0,0.011421182617465029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330959841827017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320762712019886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006476665656940895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8273996045675425,0.0,0.0,0.0,0.018411310497065913,0.07686255908303839,0.0,0.05359600430461821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007336395844213768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravitational acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19289636629501056,0.0,0.0,0.11748605868943547,0.0,0.0,0.01414713934183268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039162019563145155,0.0,0.0,0.013633395256699644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04745427342057112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024560780260112144,0.11661192033620221,0.0,0.0,0.0,0.04695474571934872,0.0,0.0,0.0,0.0,0.0,0.0,0.006948488741133415,0.0,0.0,0.0,0.0,0.0,0.17435159040345946,0.0,0.0,0.0,0.0,0.0,0.0,0.01051443288663684,0.0,0.0,0.01203616937379007,0.18214215344863727,0.0,0.0,0.0,0.0,0.05459692341339273,0.0,0.0,0.18885134965835007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2535259127695638,0.0,0.0,0.0,0.0,0.0,0.0,0.007731432543517588,0.0,0.0,0.02047622757694391,0.011130146022587118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05412002780462311,0.0,0.0,0.0,0.0,0.0,0.0653818464012973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Field line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07170510624237846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09654036029729518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017926276560594614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026689347964271633,0.0,0.0,0.0,0.04298673903884037,0.0,0.0,0.0,0.0,0.0,0.0,0.006361292509488338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036646501170171264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7194198488609895,0.0,0.0,0.0,0.0,0.0,0.0,0.030946825032904503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03124307024651066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011712268249337757,0.0,0.0,0.0,0.0,0.0059210083053944365,0.0,0.0,0.025854410527227794,0.0,0.00980881522300035,0.0,0.0,0.0,0.0,0.0,0.02831228818752919,0.12295710137484711,0.0,0.0,0.09654036029729518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030946825032904503,0.0,0.0
Geometrical optics,0.0,0.0,0.010864577824093724,0.0,0.0,0.0,0.0,0.0,0.0,0.005825077687314007,0.0,0.0,0.009230944705057049,0.0,0.009578792262699209,0.0,0.0,0.0,0.04521621821676017,0.21720950602629824,0.0,0.0,0.04703852498234696,0.0,0.0,0.0,0.0,0.0,0.006490876497261324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014756319500292792,0.016065248814255844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789559877276369,0.0,0.0,0.0,0.031792275747475694,0.0,0.0,0.0,0.0,0.016868116938356145,0.0,0.0,0.019295667615046766,0.0,0.0,0.0,0.05484463851237635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007254436258677341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22491348339958184,0.025682172540946863,0.06147909124401249,0.021729155648187448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20415814060226128,0.0,0.0,0.11553427018240922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07378159750146397,0.0,0.0,0.0,0.0,0.0,0.029512639000585584,0.0,0.0,0.0,0.05345312513997399,0.0,0.0,0.0,0.015156170481969001,0.0,0.0,0.0,0.0,0.0,0.0,0.03213049762851169,0.0,0.0,0.0,0.17165817010439216,0.0584736256995171,0.0
Total internal reflection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004309884069226548,0.0,0.0,0.0,0.0,0.012402598074246375,0.0,0.0,0.0,0.025091080628953617,0.16836277703552321,0.01745242867557066,0.0,0.056554989574151254,0.0037367928093142958,0.0,0.0,0.0,0.0,0.0024012491088134377,0.0,0.021880847919047566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20801247019614505,0.0,0.0,0.0,0.0,0.0,0.0,0.008246883096324743,0.0,0.0328602954704616,0.007021471214397967,0.010144673019630308,0.0,0.02744304341978634,0.0,0.0,0.0,0.0,0.0,0.0,0.012183284690619283,0.003569140830528882,0.0,0.0,0.0,0.04565102858833638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20426976541238664,0.0,0.1125394419698032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12006810462572592,0.0,0.0,0.015386760606952068,0.0,0.0,0.0,0.010917970497326459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006240228231530598,0.0,0.0,0.0,0.0016200061259460693,0.010144673019630308,0.0,0.02829538570224545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011619493996037992,0.029903503995252902,0.0,0.0,0.00960499643525375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0550364537675739,0.1886779033489877,0.0
Magnification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0974832801501899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30067045272261655,0.0,0.2192496849296364,0.0,0.0,0.0,0.05044724746706887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015308959430119751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01173157032023315,0.0,0.0,0.0,0.0,0.0,0.0,1.6096343889341451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04682997262902837,0.0,0.006948621317074463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07647589518191213,0.0,0.0,0.0,0.18158880804431568,0.0,0.0
Refractive index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02609634803916675,0.0,0.0,0.0,0.0,0.02452170819250998,0.0,0.0,0.0,0.06269982259390744,0.158873238693521,0.02717343144786352,0.0,0.0037630819985877573,0.0064646515601137315,0.0,0.0,0.00655304272120721,0.0,0.004154160958247248,0.0,0.004731733362494037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010281759241123742,0.0020029942081722344,0.0,0.0,0.0,0.0,0.0,0.007133553878320903,0.0,0.00947471852731643,0.0,0.06142599513386152,0.0,0.037302936877038145,0.0,0.0,0.0,0.0,0.0,0.02876403324586049,0.0075275294695612,0.003087306818407483,0.0,0.0,0.0,0.02193785540495054,0.0,0.0,0.0,0.003985634319628628,0.0,0.0,0.0028910017589801776,0.0,0.0,0.0,0.002607836697654515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041091476065514984,0.0,0.413723123541489,0.0,0.0,0.003662040962227033,0.003870646200483709,0.0,0.0,0.0,0.0,0.0,0.1758900903650251,0.0,0.0,0.023661418533357407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140130529894335,0.0043875710809901085,0.0,0.04895101726488463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003350287435524288,0.025866530955893762,0.0,0.0,0.012462482874741743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13915755656462725,0.0779648342660228,0.0
