concept,Complex plane,Maxima and minima,Addition,Function composition,Partial fraction decomposition,Quadrant (plane geometry),Division (mathematics),Angle,Amplitude,Rectangle,Cross product,Graph of a function,Algebra,Sum,Rotation of axes,Sine wave,Simultaneous equations,Polar coordinate system,Minute and second of arc,Multiplicative inverse,Existential quantification,Natural logarithm,Sine,Empty set,Monotonic function,Geometry,Rationalisation (mathematics),Right angle,Dot product,Determinant,Operation (mathematics),Homogeneous polynomial,Solution of triangles,Set (mathematics),Graph (mathematics),Interval (mathematics),Absolute value,Distributive property,Analytic geometry,Change of variables,E (mathematical constant),Inverse function,Basis (linear algebra),List of mathematical symbols,Piecewise,Real number,Force,System of linear equations,Euclidean vector,Equation solving,Binary logarithm,Sign (mathematics),Exponential function,Constant function,Imaginary number,Polynomial,Linear equation,Multiplication,Minor (linear algebra),Binary number,Empty sum,Degree of a polynomial,Geometric progression,Integer,Degree (angle),Semi-major axis,Logarithm,Function (mathematics),Equality (mathematics),Real line,Factorization,Vector field,Norm (mathematics),Trigonometric substitution,Periodic function,Even and odd functions,Natural number,Polygon,Number,Invertible matrix,Mathematical induction,Right triangle,Pythagorean theorem,Scalar (mathematics),Radius,Trigonometric tables,Cone,Trigonometric functions,Square (algebra),Triangle,Identity (mathematics),Line segment,Product (mathematics),Zero of a function,Base (exponentiation),Simple harmonic motion,Complex conjugate,Asymptote,Commutative property,Conic section,Work (physics),Mathematics,Inverse trigonometric functions,Identity matrix,Quadratic formula,Slope,Perpendicular,Square matrix,Parity (mathematics),Focus (geometry),Quadratic equation,Extended real number line,Matrix multiplication,Cartesian coordinate system,Descartes' rule of signs,Calculus,Inverse element,Arithmetic mean,Floor and ceiling functions,Cylinder (geometry),Circular motion,Line (geometry),Synthetic division,Nth root,Distance,Rational number,Hyperbola,Parallel (geometry),Binomial theorem,Mereology,Binomial,Plane curve,Ellipse,Binomial coefficient,Parametric equation,Transformation (function),Summation,Equality,Complex number,Elementary matrix,Subtraction,Vector space,Secant line,Associative property,Vector (mathematics and physics),Continuous function,Triangular matrix,Image (mathematics),Symmetry,Coordinate system,Line–line intersection,Mathematical proof,Equation,Scalar multiplication,Fundamental theorem of algebra,Length,Series (mathematics),Linear function,Exponential growth,Displacement (vector),Linear inequality,Differential equation,Infinity,Area,Main diagonal,Limit of a sequence,Open set,Union (set theory),Spherical law of cosines,Polynomial long division,Arithmetic,Universal quantification,Edge,Position (vector),Point (geometry),Exponentiation,Matrix (mathematics),Monomial,Mathematical analysis,Rational function,Pythagorean trigonometric identity,Rotation (mathematics),Product topology,Range (mathematics),Limit of a function,Algebraic equation,Circular sector,Injective function,Closed set,Curve,Set-builder notation,Dependent and independent variables,Origin (mathematics),Rational root theorem,Zero (complex analysis),Chord (geometry),Prime number,Trigonometry,Unit circle,Geometric series,Algebraic operation,Vertical line test,Common logarithm,Logistic function,Law of sines,Cubic function,Circle,Quadratic function,Expression (mathematics),Division by zero,Eccentricity (mathematics),Plane (geometry),Semi-minor axis,Limit (mathematics),Orientation (geometry),Inequality (mathematics),Domain of a function,Scientific notation,Derivative,Formula,Square root,Matrix ring,Negative number,Algebraic expression
Exponential function,0.07617196305828874,0.0,0.010993087884485728,0.0,0.0,0.0,0.0,0.016046302509866134,0.0,0.0,0.0,0.0,0.0350144943568144,0.037515169566891986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05996683857229235,0.0966821869982097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012319860362004541,0.0,0.0,0.0,0.01026674455295144,0.0,0.0,0.0,0.0,0.0,0.0,0.5938752698089356,0.0,0.0,0.007415559930564973,0.0,0.010414048933520095,0.0,0.0,0.0,0.0,0.0,0.010216971385538814,0.0,0.0,0.09742215595397609,0.0,0.0,0.01832678701121707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07903677807170918,0.0,0.0,0.00875442463180165,0.0,0.0,0.014196876540753928,0.0,0.0,0.03610141565416382,0.0,0.017945485393136493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009627044174443685,0.0,0.0,0.0,0.010987856933922187,0.0,0.0,0.0,0.02685867403957108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008920219908402418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010464412427280101,0.0,0.005981828464378831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011768025838711161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0644547913321398,0.0,0.0,0.0,0.0,0.0,0.023140309098438915,0.0,0.0,0.05142591771164922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037991595080511436,0.0,0.0,0.0,0.0,0.03795308732991274,0.0,0.0,0.018479790543006813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013961449098561698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007613785510370968,0.03738801239294372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04187279925065182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07394781411257381,0.04942181761099832,0.005981828464378831,0.0,0.0,0.0
Constant function,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023616333430357253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019388999549180424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9313273235927674,0.0,0.12253908868868021,0.03594705290142359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03804268194256925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04664465591117264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018864398193559402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594705290142359,0.0,0.0,0.0,0.0,0.02105756830835981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028242075372804976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18258668757694685,0.0,0.0,0.0,0.0,0.03530409039071407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041332365474735656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03960514390657457,0.0,0.04326323491172555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026854892209318,0.0,0.0,0.0,0.0,0.0
Imaginary number,0.02948592118385371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03098056643552242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00998009672239584,0.0,0.0,0.007082266073295373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03815254750000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4405844261176189,0.00574107865592127,0.0,0.024187468490756352,0.0,0.0,0.0,0.0,0.0,0.010546551107652971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017746730496359973,0.0,0.6195463571427527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012476363432778087,0.0,0.0,0.0,0.0,0.0015466778088805424,0.0,0.0,0.0,0.0,0.011375318203498446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01471607294645688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03240592235544806,0.08199656713424551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011578223192653538,0.0,0.0,0.0,0.0499004836119792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008749765687832145,0.0,0.0,0.0,0.0,0.0,0.0,0.005882569560853384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00953795640929384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015304820937599481,0.04631093004680386,0.0,0.05675392106699481,0.0
Polynomial,0.0,0.0,0.024353917774860692,0.0,0.0,0.0,0.0,0.0021544685887372713,0.0,0.0,0.0,0.0,0.04231122115284985,0.05037001788002281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025962209655463306,0.0,0.0,0.003684759411560669,0.0,0.0,0.0,0.0,0.0,0.007755492929342045,0.0,0.0,0.0,0.0,0.0021839139162866867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004135415987762258,0.0,0.0031834291411550913,0.0,0.0,0.0,0.0,0.0030668115062752995,0.006621324794773753,0.0,0.5286931231055665,0.006133623012550599,0.023071123791182983,0.0,0.0,0.0,0.006023914724009952,0.0,0.03841009662143823,0.0,0.0,0.0,0.0,0.0,0.0,0.025964795507655652,0.0,0.0,0.0,0.003981393978172732,0.0,0.0069249479838943105,0.0,0.08953816816515309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038777464646710226,0.0,0.0,0.0,0.005230583135486924,0.0,0.0036061995913270264,0.007755492929342045,0.007212399182654053,0.0,0.0,0.0,0.0,0.006133623012550599,0.0,0.0,0.0,0.0,0.010779118882321245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005742355737148908,0.0,0.0,0.0,0.0,0.009637855092257923,0.0,0.0,0.0,0.0,0.0,0.0031239052049050267,0.012645108163874137,0.01066528775312564,0.0,0.012592504470005702,0.00204252074583722,0.0,0.0,0.0,0.0043089371774745425,0.0,0.0,0.0,0.0,0.0,0.0,0.14279215310504817,0.0,0.007962787956345464,0.0,0.0,0.006023914724009952,0.0,0.0,0.0,0.0,0.0033106623973868767,0.002276162822289201,0.0,0.0,0.0,0.0,0.0,0.01081859877398108,0.009181744936940387,0.0,0.0,0.0,0.0,0.0021839139162866867,0.0,0.014105031015154545,0.0,0.01725319631250769,0.0,0.0,0.0,0.0,0.0,0.021741685026999958,0.0,0.0,0.0,0.00562363264389618,0.0,0.0,0.0,0.0,0.0,0.0,0.00973679831537087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006757800778464472,0.0,0.0036909892721891727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010512696239121969,0.04777672773807278,0.0024094637730644806,0.005629862504524684,0.0,0.016860144218498848
Linear equation,0.0,0.0,0.008650298663201885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295201334296855,0.011808166715178627,0.04920022238280916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020287409730771873,0.0,0.0,0.007198368795808411,0.0,0.0,0.0,0.046395464075156614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010806878947376468,0.0,0.0,0.0,0.0,0.0,0.0,0.009694499774590212,0.0,0.012437988174458417,0.0,0.0,0.0,0.0,0.0,0.012935101716566214,0.0,0.02334077879784385,0.3714528799813771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012680893980856416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03887054659264386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009432199096779701,0.0,0.0,0.0,0.15498775839227902,0.0,0.0,0.0,0.0,0.011982350967141196,0.0,0.0,0.0,0.0,0.02105756830835981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009414025124268326,0.0,0.0,0.0,0.0,0.0,0.0,0.04940575047633884,0.0046300429529355395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8013526843654889,0.0,0.0,0.0,0.0,0.07060818078142814,0.0,0.0,0.025784146837678112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013777455158245218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01698940414678139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013201714635524857,0.0,0.014421078303908515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiplication,0.0,0.0,0.057806349774599114,0.0,0.0,0.0,0.0,0.02596255686989577,0.0,0.03836210959425658,0.005841127926066954,0.0,0.012139856791447688,0.03540757577099918,0.0,0.0,0.0,0.0,0.0,0.011485113606003178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005295745863030557,0.004769870744805427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007788170568089272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01328908957865175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00899865699439345,0.0,0.4633666716487593,0.0,0.0,0.0,0.0,0.0,0.04959249032081761,0.0,0.0,0.04172475681307106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018544336361364915,0.0,0.3276918102074235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01518874073456646,0.0,0.0,0.0,0.0,0.0,0.02223924715967914,0.0,0.0,0.004848574254805295,0.0,0.007242788505052875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011886568459835455,0.0,0.0,0.0036081788393537875,0.00846559207600188,0.0,0.0,0.0,0.0,0.0,0.0,0.012318933859476622,0.005466039744537397,0.03459930633759665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011900250848134883,0.0,0.04046580088114192,0.0,0.0,0.007996339029195233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013298447270402343,0.0,0.0,0.0,0.0,0.0,0.0,0.006649223635201171,0.02742904075174346,0.0,0.0,0.0,0.0,0.0,0.0,0.03995520561276259,0.0,0.009360125028582033,0.0,0.0,0.026317389609185074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00973521321011159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037065411932798574,0.00846559207600188
Minor (linear algebra),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03585244037379027,0.0,0.11797987261113817,0.18628222129767055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01135604732442189,0.0,0.0,0.01625246144171447,0.35132565210015143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018903191611955507,0.03878335464897139,0.0,0.0,0.0,0.0,0.0,0.008455424594928674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012264327631816943,0.041653685832776705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007440053597890884,0.0,0.0,0.0,0.0,0.0,0.13650296532492714,0.0,0.0,0.0,0.0,0.01823973436078199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032777656374318447,0.0,0.012589675286841486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03200513776492459,0.02126902648869482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8043252265940147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1472429324686295,0.0,0.0,0.0,0.0
Binary number,0.0,0.0,0.09707104018753436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01019289862678155,0.0849400065665479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007365558727098967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005578910247641537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08488432338265436,0.0,0.502178433508426,0.0,0.0,0.0,0.04163897772219592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5502749265747301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013569909077914192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012118034592546682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019366907321044666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011990064062083071,0.0,0.05096400393992874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03349703227544741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07225571290784062,0.0,0.03143589160542645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012752810616758632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01342781459619577,0.0406312876825732,0.0,0.024896767260521306,0.0
Empty sum,0.0,0.0,0.03860986964307183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03513649607931201,0.7905635733120653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05348220065821559,0.0,0.03212930462519364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026044893414667224,0.0,0.0,0.0,0.0,0.6491574872182092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1040972198993243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01403327182691614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10895571812229729,0.0,0.0,0.0,0.0,0.0712391382084689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06943162669252448,0.0,0.0,0.0,0.0
Degree of a polynomial,0.0,0.0,0.018733782903738994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03835907412208915,0.11720715699005307,0.0,0.0,0.0,0.0,0.0,0.012096746874961928,0.0,0.0,0.06590407066386839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016405850427454325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012974971757318574,0.014006648604329094,0.0,0.5054866887580384,0.012974971757318574,0.044367545752274966,0.0,0.0,0.0,0.050971586126238054,0.0,0.017411170171805792,0.0,0.0,0.009765952284979156,0.0,0.0,0.0,0.013731382239625585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058926828621511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017022607837383482,0.0,0.0,0.0,0.015256998270998957,0.0,0.0,0.0,0.0,0.012974971757318574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030581655581203022,0.0,0.0,0.0,0.0,0.0,0.0,0.017832844846489167,0.0,0.0,0.0,0.017282867849391863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768880824411798,0.02919771683655147,0.0,0.0,0.0,0.012742896531559514,0.0,0.0,0.0,0.0,0.014006648604329094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00647430732732976,0.0,0.0,0.0,0.0,0.0,0.0,0.044756348413471155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014295347800597921,0.0,0.015615723843877268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074127986301501065,0.11791051396896168,0.01019388519373434,0.0,0.0,0.0
Geometric progression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072757390871302655,0.4820130877685516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009375242375583973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02365906742643911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029866893244949646,0.0,0.0,0.0,0.0,0.0,0.0,0.011074597105994137,0.0,0.014781512131651717,0.0,0.0,0.0075738537698327975,0.0,0.0,0.0,0.0,0.2669395772759439,0.009907366192037638,0.0,0.0,0.00833558553616908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011720220194427899,0.23711033421512756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058117590394299165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016829315707955577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011280768795490377,0.0,0.01711712849267078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03750096950233589,0.0,0.0,0.0,0.0,0.0,0.05048794712386673,0.0,0.0,0.010685904979043995,0.023910339536683003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05526050193528936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3413631124687917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012733708555347854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31629963271038924,0.02610252420819854,0.0,0.0,0.0
